qs_rank_2024,institution,country,qs_rank_2025,subject_area,ib_min,ib_recommended,a_levels,sat_recommended,act_recommended,additional_tests
401.0,Durham University,United Kingdom,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,EGE UNIVERSITY,Türkiye,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
149.0,EPFL,Switzerland,163.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
51.0,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,51.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
105.0,Eberhard Karls Universität Tübingen,Germany,109.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
64.0,Emory University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Emory University,United States of America,64.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
,Erasmus University Rotterdam,Netherlands,83.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
78.0,Erasmus University Rotterdam ,Netherlands,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Ewha Womans University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Eötvös Loránd University,Hungary,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
306.0,Flinders University,Australia,309.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Florida International University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Florida International University,United States of America,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
382.0,Florida State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Florida State University,United States of America,386.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
143.0,Freie Universitaet Berlin,Germany,135.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
310.0,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,305.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
92.0,Fudan University,China (Mainland),78.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
451.0,Gadjah Mada University,Indonesia,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Gazi Üniversitesi,Turkey,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Gazi Üniversitesi,Türkiye,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
219.0,George Washington University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,George Washington University,United States of America,234.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
267.0,Georgetown University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Georgetown University,United States of America,293.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
287.0,Georgia Institute of Technology,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Georgia Institute of Technology,United States of America,300.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Georgia State University,United States of America,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
69.0,Ghent University,Belgium,59.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
173.0,Goethe-University Frankfurt am Main,Germany,197.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
281.0,Griffith University,Australia,289.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Hacettepe University,Türkiye,300.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
300.0,Hacettepe University ,Turkey,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Hanyang University,Republic of Korea,341.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
291.0,Hanyang University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Harbin Institute of Technology,China (Mainland),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
1.0,Harvard University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Harvard University,United States of America,1.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
369.0,Hiroshima University,Japan,364.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
176.0,Hokkaido University,Japan,176.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
384.0,Huazhong Agricultural University,China (Mainland),366.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
201.0,Huazhong University of Science and Technology,China (Mainland),156.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
175.0,Humboldt-Universität zu Berlin,Germany,187.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
128.0,Icahn School of Medicine at Mount Sinai,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Icahn School of Medicine at Mount Sinai,United States of America,118.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
451.0,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,316.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
7.0,Imperial College London,United Kingdom,8.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
260.0,Indiana University Bloomington,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Indiana University Bloomington,United States of America,282.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Indiana University–Purdue University Indianapolis,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Indiana University–Purdue University Indianapolis,United States of America,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Institution,Country / Territory,2025.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
2024.0,Institution,Location,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Instituto Politécnico Nacional (IPN),Mexico,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
217.0,Iowa State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Iowa State University,United States of America,234.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Iran University of Medical Sciences (IUMS),Iran (Islamic Republic of),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
382.0,Istanbul University,Turkey,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Istanbul University,Türkiye,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Iuliu Hațieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
336.0,Jagiellonian University,Poland,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
367.0,James Cook University,Australia,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Jeonbuk National University,Republic of Korea,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Jeonbuk National University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Jiangnan University,China (Mainland),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Jilin University,China (Mainland),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
277.0,Johannes Gutenberg Universität Mainz,Germany,278.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
3.0,Johns Hopkins University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Johns Hopkins University,United States of America,3.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
401.0,Jordan University of Science & Technology,Jordan,341.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
206.0,Julius-Maximilians-Universität Würzburg,Germany,213.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
324.0,Justus-Liebig-University Giessen,Germany,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,229.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
169.0,KAIST - Korea Advanced Institute of Science & Technology,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,"KIT, Karlsruhe Institute of Technology",Germany,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,KTH Royal Institute of Technology,Sweden,331.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
320.0,KTH Royal Institute of Technology ,Sweden,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
29.0,KU Leuven,Belgium,27.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
,Kansas State University,United States of America,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Kansas State University ,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Kaohsiung Medical University,Taiwan,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
10.0,Karolinska Institute,Sweden,10.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
401.0,Kasetsart University,Thailand,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Keele University ,United Kingdom,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
243.0,Keio University,Japan,265.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Khon Kaen University,Thailand,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
71.0,King Abdulaziz University (KAU),Saudi Arabia,83.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
300.0,King Abdullah University of Science & Technology (KAUST),Saudi Arabia,278.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,King Khalid University,Saudi Arabia,375.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
135.0,King Saud University,Saudi Arabia,113.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
501.0,King Saud bin Abdulaziz University For Health Sciences,Saudi Arabia,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
12.0,King's College London,United Kingdom,11.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
391.0,Kobe University,Japan,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Konkuk University ,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Korea University,Republic of Korea,144.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
117.0,Korea University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
61.0,Kyoto University,Japan,66.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
,Kyung Hee University,Republic of Korea,398.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
317.0,Kyung Hee University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Kyungpook National University,Republic of Korea,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Kyungpook National University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
197.0,Kyushu University,Japan,207.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,"L'Institut Agro (L'Institut Agro Dijon, L'Institut Agro Montpellier, L'Institut Agro Rennes Angers)",France,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
246.0,La Trobe University,Australia,253.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Lancaster University,United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Lanzhou University,China (Mainland),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Lebanese University,Lebanon,375.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
76.0,Leiden University,Netherlands,77.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
363.0,Linköping University,Sweden,366.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Liverpool John Moores University,United Kingdom,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
273.0,Lomonosov Moscow State University,Russia,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Lomonosov Moscow State University,Russian Federation,305.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
40.0,London School of Hygiene & Tropical Medicine,United Kingdom,36.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
501.0,Loughborough University,United Kingdom,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Loyola University Chicago,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
46.0,Ludwig-Maximilians-Universität München,Germany,53.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
103.0,Lund University,Sweden,102.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Maastricht University,Netherlands,107.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
117.0,Maastricht University ,Netherlands,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
311.0,Macquarie University,Australia,305.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
110.0,Mahidol University,Thailand,106.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
451.0,Makerere University,Uganda,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Manipal Academy of Higher Education - Manipal University (MAHE),India,293.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
317.0,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Mansoura University,Egypt,398.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
320.0,Martin-Luther-Universität Halle-Wittenberg,Germany,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
384.0,Masaryk University,Czech Republic,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Masaryk University,Czechia,371.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Mashhad University of Medical Sciences,Iran (Islamic Republic of),401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Mashhad University of Medical Sciences,"Iran, Islamic Republic of",,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Massachusetts Institute of Technology (MIT),United States of America,5.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
5.0,Massachusetts Institute of Technology (MIT) ,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
347.0,Massey University,New Zealand,362.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
246.0,Mayo Medical School,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Mayo Medical School,United States of America,253.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
25.0,McGill University,Canada,27.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
55.0,McMaster University,Canada,59.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
397.0,Medical College of Wisconsin,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Medical College of Wisconsin,United States of America,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Medicine University in Cluj Napoca,Romania,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
192.0,Medizinische Hochschule Hannover,Germany,191.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
287.0,Medizinische Universität Graz,Austria,270.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
345.0,Medizinische Universität Innsbruck,Austria,366.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
98.0,Medizinische Universität Wien,Austria,95.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
116.0,Michigan State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Michigan State University,United States of America,128.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
31.0,Monash University,Australia,34.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
501.0,Nagasaki University,Japan,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
214.0,Nagoya University,Japan,210.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
351.0,Nanjing Agricultural University,China (Mainland),341.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Nanjing Medical University,China (Mainland),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
226.0,Nanjing University,China (Mainland),222.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
501.0,Nankai University,China (Mainland),401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Nantes University,France,388.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
117.0,"Nanyang Technological University, Singapore (NTU)",Singapore,109.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
285.0,National Cheng Kung University (NCKU),Taiwan,261.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
85.0,National Taiwan University (NTU),Taiwan,80.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
501.0,National Tsing Hua University,Taiwan,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
31.0,National University of Singapore (NUS),Singapore,29.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
255.0,National Yang Ming Chiao Tung University,Taiwan,256.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
206.0,National and Kapodistrian University of Athens,Greece,201.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
46.0,New York University (NYU),United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,New York University (NYU),United States of America,50.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
85.0,Newcastle University,United Kingdom,93.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
189.0,North Carolina State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,North Carolina State University,United States of America,187.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
389.0,Northeastern University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Northeastern University,United States of America,388.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
399.0,Northwest Agriculture and Forestry University,China (Mainland),391.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
64.0,Northwestern University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Northwestern University,United States of America,65.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
451.0,Norwegian University of Life Sciences (UMB),Norway,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
258.0,Norwegian University of Science And Technology,Norway,270.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Okayama University,Japan,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
210.0,Oregon Health & Science University (OHSU),United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Oregon Health & Science University (OHSU),United States of America,186.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
300.0,Oregon State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Oregon State University,United States of America,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
113.0,Osaka University,Japan,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Palacký University Olomouc,Czech Republic,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Palacký University Olomouc,Czechia,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Peking Union Medical College,China (Mainland),206.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
239.0,Peking Union Medical School,China (Mainland),,Life Sciences & Medicine,28,32,BBB,1200+,25+,
42.0,Peking University,China (Mainland),26.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
105.0,Pennsylvania State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Pennsylvania State University,United States of America,116.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Philipps-Universität Marburg,Germany,331.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
342.0,Philipps-Universität Marburg ,Germany,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Pohang University of Science And Technology (POSTECH),Republic of Korea,355.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
300.0,Pohang University of Science And Technology (POSTECH),South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
146.0,Pontificia Universidad Católica de Chile (UC),Chile,130.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
451.0,Pontificia Universidad Javeriana,Colombia,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Postgraduate Institute of Medical Education & Research Chandigarh,India,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Prince of Songkla University,Thailand,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
142.0,Princeton University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Princeton University,United States of America,149.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
167.0,Purdue University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Purdue University,United States of America,165.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Pusan National University,Republic of Korea,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Pusan National University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Qassim University,Saudi Arabia,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
333.0,Qatar University,Qatar,276.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Quaid-i-Azam University,Pakistan,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
81.0,Queen Mary University of London,United Kingdom,69.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
160.0,Queen's University Belfast,United Kingdom,144.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
206.0,Queen's University at Kingston,Canada,182.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
199.0,Queensland University of Technology (QUT),Australia,253.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,RMIT University,Australia,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,RUDN University,Russia,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,RUDN University,Russian Federation,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
249.0,RWTH Aachen University,Germany,256.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Radboud University,Netherlands,118.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
124.0,Radboud University ,Netherlands,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
148.0,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,135.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
451.0,Rice University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Rice University,United States of America,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
184.0,Rockefeller University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Rockefeller University,United States of America,213.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
327.0,Royal College of Surgeons in Ireland (RCSI),Ireland,305.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,"Royal Veterinary College, University of London",United Kingdom,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
360.0,Ruhr-Universität Bochum,Germany,391.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
38.0,Ruprecht-Karls-Universität Heidelberg,Germany,33.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
188.0,Rutgers University–New Brunswick,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Rutgers University–New Brunswick,United States of America,278.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Saint Petersburg State University,Russia,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Saint Petersburg State University,Russian Federation,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
128.0,Sapienza University of Rome,Italy,118.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
285.0,Sechenov University,Russia,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Sechenov University,Russian Federation,278.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
281.0,Semmelweis University,Hungary,274.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Seoul National University,Republic of Korea,38.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
26.0,Seoul National University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Shandong University,China (Mainland),391.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
88.0,Shanghai Jiao Tong University,China (Mainland),71.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
,Shenzhen University,China (Mainland),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Shiraz University of Medical Sciences,Iran (Islamic Republic of),451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,Shiraz University of Medical Sciences,"Iran, Islamic Republic of",,Life Sciences & Medicine,28,32,BBB,1200+,25+,
231.0,Sichuan University,China (Mainland),182.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
501.0,Simon Fraser University,Canada,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
48.0,Sorbonne University,France,46.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
501.0,South China University of Technology,China (Mainland),,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Southeast University,China (Mainland),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Southern University of Science and Technology,China (Mainland),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,"St. George's, University of London",United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,St. Louis University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,St. Louis University,United States of America,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
4.0,Stanford University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Stanford University,United States of America,4.0,Life Sciences & Medicine,38,42,A*A*A,1500+,34+,BMAT / UCAT
238.0,Stellenbosch University,South Africa,226.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
160.0,Stockholm University,Sweden,170.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
362.0,"Stony Brook University, State University of New York",United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,"Stony Brook University, State University of New York",United States of America,380.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Sultan Qaboos University,Oman,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
176.0,Sun Yat-sen University,China (Mainland),152.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Sungkyunkwan University (SKKU),Republic of Korea,152.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
101.0,Sungkyunkwan University(SKKU),South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,"Sup Agro, Montpellier",France,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
365.0,Swansea University,United Kingdom,388.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
204.0,Swedish University of Agricultural Sciences,Sweden,211.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Tabriz University of Medical Sciences,Iran (Islamic Republic of),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
220.0,Taipei Medical University (TMU),Taiwan,228.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
391.0,Tampere University,Finland,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
249.0,Technical University of Denmark,Denmark,239.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
77.0,Technical University of Munich,Germany,75.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
345.0,Technion - Israel Institute of Technology,Israel,341.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Technische Universität Berlin (TU Berlin),Germany,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
201.0,Technische Universität Dresden,Germany,204.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
394.0,Tecnológico de Monterrey,Mexico,375.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Tehran University of Medical Sciences,Iran (Islamic Republic of),309.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
358.0,Tehran University of Medical Sciences,"Iran, Islamic Republic of",,Life Sciences & Medicine,28,32,BBB,1200+,25+,
